id	name	kind	tactics	parent	platforms	summary	status	replaced_by
T1564.006	Run Virtual Instance	subtechnique	TA0005	T1564	ESXi,Linux,macOS,Windows	Adversaries may carry out malicious operations using a virtual instance to avoid detection.	active	
T1564.007	VBA Stomping	subtechnique	TA0005	T1564	Linux,macOS,Windows	Adversaries may hide malicious Visual Basic for Applications (VBA) payloads embedded within MS Office documents by replacing the VBA source code with benign data.	active	
T1564.008	Email Hiding Rules	subtechnique	TA0005	T1564	Windows,Linux,macOS,Office Suite	Adversaries may use email rules to hide inbound emails in a compromised user's mailbox.	active	
T1564.009	Resource Forking	subtechnique	TA0005	T1564	macOS	Adversaries may abuse resource forks to hide malicious code or executables to evade detection and bypass security applications.	active	
T1564.010	Process Argument Spoofing	subtechnique	TA0005	T1564	Windows	Adversaries may attempt to hide process command-line arguments by overwriting process memory.	active	
T1564.011	Ignore Process Interrupts	subtechnique	TA0005	T1564	Linux,macOS,Windows	Adversaries may evade defensive mechanisms by executing commands that hide from process interrupt signals.	active	
T1564.012	File/Path Exclusions	subtechnique	TA0005	T1564	Linux,macOS,Windows	Adversaries may attempt to hide their file-based artifacts by writing them to specific folders or file names excluded from antivirus (AV) scanning and other defensive capabilities.	active	
T1564.013	Bind Mounts	subtechnique	TA0005	T1564	Linux	Adversaries may abuse bind mounts on file structures to hide their activity and artifacts from native utilities.	active	
T1564.014	Extended Attributes	subtechnique	TA0005	T1564	Linux,macOS	Adversaries may abuse extended attributes (xattrs) on macOS and Linux to hide their malicious data in order to evade detection.	active	
T1565	Data Manipulation	technique	TA0040		Linux,macOS,Windows	Adversaries may insert, delete, or manipulate data in order to influence external outcomes or hide activity, thus threatening the integrity of the data.	active	
T1565.001	Stored Data Manipulation	subtechnique	TA0040	T1565	Linux,macOS,Windows	Adversaries may insert, delete, or manipulate data at rest in order to influence external outcomes or hide activity, thus threatening the integrity of the data.	active	
T1565.002	Transmitted Data Manipulation	subtechnique	TA0040	T1565	Linux,macOS,Windows	Adversaries may alter data en route to storage or other systems in order to manipulate external outcomes or hide activity, thus threatening the integrity of the data.	active	
T1565.003	Runtime Data Manipulation	subtechnique	TA0040	T1565	Linux,macOS,Windows	Adversaries may modify systems in order to manipulate the data as it is accessed and displayed to an end user, thus threatening the integrity of the data.	active	
T1566	Phishing	technique	TA0001		Identity Provider,Linux,macOS,Office Suite,SaaS,Windows	Adversaries may send phishing messages to gain access to victim systems.	active	
T1566.001	Spearphishing Attachment	subtechnique	TA0001	T1566	Linux,macOS,Windows	Adversaries may send spearphishing emails with a malicious attachment in an attempt to gain access to victim systems.	active	
T1566.002	Spearphishing Link	subtechnique	TA0001	T1566	Identity Provider,Linux,macOS,Office Suite,SaaS,Windows	Adversaries may send spearphishing emails with a malicious link in an attempt to gain access to victim systems.	active	
T1566.003	Spearphishing via Service	subtechnique	TA0001	T1566	Linux,macOS,Windows	Adversaries may send spearphishing messages via third-party services in an attempt to gain access to victim systems.	active	
T1566.004	Spearphishing Voice	subtechnique	TA0001	T1566	Linux,macOS,Windows,Identity Provider	Adversaries may use voice communications to ultimately gain access to victim systems.	active	
T1567	Exfiltration Over Web Service	technique	TA0010		ESXi,Linux,macOS,Office Suite,SaaS,Windows	Adversaries may use an existing, legitimate external Web service to exfiltrate data rather than their primary command and control channel.	active	
T1567.001	Exfiltration to Code Repository	subtechnique	TA0010	T1567	ESXi,Linux,macOS,Windows	Adversaries may exfiltrate data to a code repository rather than over their primary command and control channel.	active	
T1567.002	Exfiltration to Cloud Storage	subtechnique	TA0010	T1567	ESXi,Linux,macOS,Windows	Adversaries may exfiltrate data to a cloud storage service rather than over their primary command and control channel.	active	
T1567.003	Exfiltration to Text Storage Sites	subtechnique	TA0010	T1567	Linux,macOS,Windows,ESXi	Adversaries may exfiltrate data to text storage sites instead of their primary command and control channel.	active	
T1567.004	Exfiltration Over Webhook	subtechnique	TA0010	T1567	ESXi,Linux,macOS,Office Suite,SaaS,Windows	Adversaries may exfiltrate data to a webhook endpoint rather than over their primary command and control channel.	active	
T1568	Dynamic Resolution	technique	TA0011		ESXi,Linux,macOS,Windows	Adversaries may dynamically establish connections to command and control infrastructure to evade common detections and remediations.	active	
T1568.001	Fast Flux DNS	subtechnique	TA0011	T1568	Linux,macOS,Windows,ESXi	Adversaries may use Fast Flux DNS to hide a command and control channel behind an array of rapidly changing IP addresses linked to a single domain resolution.	active	
T1568.002	Domain Generation Algorithms	subtechnique	TA0011	T1568	ESXi,Linux,macOS,Windows	Adversaries may make use of Domain Generation Algorithms (DGAs) to dynamically identify a destination domain for command and control traffic rather than relying on a list of static IP addresses or domains.	active	
T1568.003	DNS Calculation	subtechnique	TA0011	T1568	ESXi,Linux,macOS,Windows	Adversaries may perform calculations on addresses returned in DNS results to determine which port and IP address to use for command and control, rather than relying on a predetermined port number or the actual returned IP address.	active	
T1569	System Services	technique	TA0002		Windows,macOS,Linux	Adversaries may abuse system services or daemons to execute commands or programs.	active	
T1569.001	Launchctl	subtechnique	TA0002	T1569	macOS	Adversaries may abuse launchctl to execute commands or programs.	active	
T1569.002	Service Execution	subtechnique	TA0002	T1569	Windows	Adversaries may abuse the Windows service control manager to execute malicious commands or payloads.	active	
T1569.003	Systemctl	subtechnique	TA0002	T1569	Linux	Adversaries may abuse systemctl to execute commands or programs.	active	
T1570	Lateral Tool Transfer	technique	TA0008		ESXi,Linux,macOS,Windows	Adversaries may transfer tools or other files between systems in a compromised environment.	active	
T1571	Non-Standard Port	technique	TA0011		ESXi,Linux,macOS,Windows	Adversaries may communicate using a protocol and port pairing that are typically not associated.	active	
T1572	Protocol Tunneling	technique	TA0011		ESXi,Linux,macOS,Windows	Adversaries may tunnel network communications to and from a victim system within a separate protocol to avoid detection/network filtering and/or enable access to otherwise unreachable systems.	active	
T1573	Encrypted Channel	technique	TA0011		ESXi,Linux,macOS,Network Devices,Windows	Adversaries may employ an encryption algorithm to conceal command and control traffic rather than relying on any inherent protections provided by a communication protocol.	active	
T1573.001	Symmetric Cryptography	subtechnique	TA0011	T1573	ESXi,Linux,macOS,Network Devices,Windows	Adversaries may employ a known symmetric encryption algorithm to conceal command and control traffic rather than relying on any inherent protections provided by a communication protocol.	active	
T1573.002	Asymmetric Cryptography	subtechnique	TA0011	T1573	ESXi,Linux,macOS,Network Devices,Windows	Adversaries may employ a known asymmetric encryption algorithm to conceal command and control traffic rather than relying on any inherent protections provided by a communication protocol.	active	
T1574	Hijack Execution Flow	technique	TA0002,TA0005		Linux,macOS,Windows	Adversaries may execute their own malicious payloads by hijacking the way operating systems run programs.	active	
T1574.001	DLL	subtechnique	TA0002,TA0005	T1574	Windows	Adversaries may abuse dynamic-link library files (DLLs) in order to achieve persistence, escalate privileges, and evade defenses.	active	
T1574.002	DLL Side-Loading	subtechnique	TA0002,TA0005	T1574	Windows	Adversaries may execute their own malicious payloads by side-loading DLLs.	revoked	T1574.001
T1574.004	Dylib Hijacking	subtechnique	TA0002,TA0005	T1574	macOS	Adversaries may execute their own payloads by placing a malicious dynamic library (dylib) with an expected name in a path a victim application searches at runtime.	active	
T1574.005	Executable Installer File Permissions Weakness	subtechnique	TA0002,TA0005	T1574	Windows	Adversaries may execute their own malicious payloads by hijacking the binaries used by an installer.	active	
T1574.006	Dynamic Linker Hijacking	subtechnique	TA0002,TA0005	T1574	Linux,macOS	Adversaries may execute their own malicious payloads by hijacking environment variables the dynamic linker uses to load shared libraries.	active	
T1574.007	Path Interception by PATH Environment Variable	subtechnique	TA0002,TA0005	T1574	Linux,macOS,Windows	Adversaries may execute their own malicious payloads by hijacking environment variables used to load libraries.	active	
T1574.008	Path Interception by Search Order Hijacking	subtechnique	TA0002,TA0005	T1574	Windows	Adversaries may execute their own malicious payloads by hijacking the search order used to load other programs.	active	
T1574.009	Path Interception by Unquoted Path	subtechnique	TA0002,TA0005	T1574	Windows	Adversaries may execute their own malicious payloads by hijacking vulnerable file path references.	active	
T1574.010	Services File Permissions Weakness	subtechnique	TA0002,TA0005	T1574	Windows	Adversaries may execute their own malicious payloads by hijacking the binaries used by services.	active	
T1574.011	Services Registry Permissions Weakness	subtechnique	TA0002,TA0005	T1574	Windows	Adversaries may execute their own malicious payloads by hijacking the Registry entries used by services.	active	
T1574.012	COR_PROFILER	subtechnique	TA0002,TA0005	T1574	Windows	Adversaries may leverage the COR_PROFILER environment variable to hijack the execution flow of programs that load the .NET CLR.	active	
T1574.013	KernelCallbackTable	subtechnique	TA0002,TA0005	T1574	Windows	Adversaries may abuse the KernelCallbackTable of a process to hijack its execution flow in order to run their own payloads.	active	
T1574.014	AppDomainManager	subtechnique	TA0002,TA0005	T1574	Windows	Adversaries may execute their own malicious payloads by hijacking how the .NET AppDomainManager loads assemblies.	active	
T1578	Modify Cloud Compute Infrastructure	technique	TA0112		IaaS	An adversary may attempt to modify a cloud account's compute service infrastructure to evade defenses.	active	
T1578.001	Create Snapshot	subtechnique	TA0112	T1578	IaaS	An adversary may create a snapshot or data backup within a cloud account to evade defenses.	active	
T1578.002	Create Cloud Instance	subtechnique	TA0112	T1578	IaaS	An adversary may create a new instance or virtual machine (VM) within the compute service of a cloud account to evade defenses.	active	
T1578.003	Delete Cloud Instance	subtechnique	TA0112	T1578	IaaS	An adversary may delete a cloud instance after they have performed malicious activities in an attempt to evade detection and remove evidence of their presence.	active	
T1578.004	Revert Cloud Instance	subtechnique	TA0112	T1578	IaaS	An adversary may revert changes made to a cloud instance after they have performed malicious activities in attempt to evade detection and remove evidence of their presence.	active	
T1578.005	Modify Cloud Compute Configurations	subtechnique	TA0112	T1578	IaaS	Adversaries may modify settings that directly affect the size, locations, and resources available to cloud compute infrastructure in order to evade defenses.	active	
T1580	Cloud Infrastructure Discovery	technique	TA0007		IaaS	An adversary may attempt to discover infrastructure and resources that are available within an infrastructure-as-a-service (IaaS) environment.	active	
T1583	Acquire Infrastructure	technique	TA0042		PRE	Adversaries may buy, lease, rent, or obtain infrastructure that can be used during targeting.	active	
T1583.001	Domains	subtechnique	TA0042	T1583	PRE	Adversaries may acquire domains that can be used during targeting.	active	
T1583.002	DNS Server	subtechnique	TA0042	T1583	PRE	Adversaries may set up their own Domain Name System (DNS) servers that can be used during targeting.	active	
T1583.003	Virtual Private Server	subtechnique	TA0042	T1583	PRE	Adversaries may rent Virtual Private Servers (VPSs) that can be used during targeting.	active	
T1583.004	Server	subtechnique	TA0042	T1583	PRE	Adversaries may buy, lease, rent, or obtain physical servers that can be used during targeting.	active	
T1583.005	Botnet	subtechnique	TA0042	T1583	PRE	Adversaries may buy, lease, or rent a network of compromised systems that can be used during targeting.	active	
T1583.006	Web Services	subtechnique	TA0042	T1583	PRE	Adversaries may register for web services that can be used during targeting.	active	
T1583.007	Serverless	subtechnique	TA0042	T1583	PRE	Adversaries may purchase and configure serverless cloud infrastructure, such as Cloudflare Workers, AWS Lambda functions, or Google Apps Scripts, that can be used during targeting.	active	
T1583.008	Malvertising	subtechnique	TA0042	T1583	PRE	Adversaries may purchase online advertisements that can be abused to distribute malware to victims.	active	
T1584	Compromise Infrastructure	technique	TA0042		PRE	Adversaries may compromise third-party infrastructure that can be used during targeting.	active	
T1584.001	Domains	subtechnique	TA0042	T1584	PRE	Adversaries may hijack domains and/or subdomains that can be used during targeting.	active	
T1584.002	DNS Server	subtechnique	TA0042	T1584	PRE	Adversaries may compromise third-party DNS servers that can be used during targeting.	active	
T1584.003	Virtual Private Server	subtechnique	TA0042	T1584	PRE	Adversaries may compromise third-party Virtual Private Servers (VPSs) that can be used during targeting.	active	
T1584.004	Server	subtechnique	TA0042	T1584	PRE	Adversaries may compromise third-party servers that can be used during targeting.	active	
T1584.005	Botnet	subtechnique	TA0042	T1584	PRE	Adversaries may compromise numerous third-party systems to form a botnet that can be used during targeting.	active	
T1584.006	Web Services	subtechnique	TA0042	T1584	PRE	Adversaries may compromise access to third-party web services that can be used during targeting.	active	
T1584.007	Serverless	subtechnique	TA0042	T1584	PRE	Adversaries may compromise serverless cloud infrastructure, such as Cloudflare Workers, AWS Lambda functions, or Google Apps Scripts, that can be used during targeting.	active	
T1584.008	Network Devices	subtechnique	TA0042	T1584	PRE	Adversaries may compromise third-party network devices that can be used during targeting.	active	
T1585	Establish Accounts	technique	TA0042		PRE	Adversaries may create and cultivate accounts with services that can be used during targeting.	active	
T1585.001	Social Media Accounts	subtechnique	TA0042	T1585	PRE	Adversaries may create and cultivate social media accounts that can be used during targeting.	active	
T1585.002	Email Accounts	subtechnique	TA0042	T1585	PRE	Adversaries may create email accounts that can be used during targeting.	active	
T1585.003	Cloud Accounts	subtechnique	TA0042	T1585	PRE	Adversaries may create accounts with cloud providers that can be used during targeting.	active	
T1586	Compromise Accounts	technique	TA0042		PRE	Adversaries may compromise accounts with services that can be used during targeting.	active	
T1586.001	Social Media Accounts	subtechnique	TA0042	T1586	PRE	Adversaries may compromise social media accounts that can be used during targeting.	active	
T1586.002	Email Accounts	subtechnique	TA0042	T1586	PRE	Adversaries may compromise email accounts that can be used during targeting.	active	
T1586.003	Cloud Accounts	subtechnique	TA0042	T1586	PRE	Adversaries may compromise cloud accounts that can be used during targeting.	active	
T1587	Develop Capabilities	technique	TA0042		PRE	Adversaries may build capabilities that can be used during targeting.	active	
T1587.001	Malware	subtechnique	TA0042	T1587	PRE	Adversaries may develop malware and malware components that can be used during targeting.	active	
T1587.002	Code Signing Certificates	subtechnique	TA0042	T1587	PRE	Adversaries may create self-signed code signing certificates that can be used during targeting.	active	
T1587.003	Digital Certificates	subtechnique	TA0042	T1587	PRE	Adversaries may create self-signed SSL/TLS certificates that can be used during targeting.	active	
T1587.004	Exploits	subtechnique	TA0042	T1587	PRE	Adversaries may develop exploits that can be used during targeting.	active	
T1588	Obtain Capabilities	technique	TA0042		PRE	Adversaries may buy and/or steal capabilities that can be used during targeting.	active	
T1588.001	Malware	subtechnique	TA0042	T1588	PRE	Adversaries may buy, steal, or download malware that can be used during targeting.	active	
T1588.002	Tool	subtechnique	TA0042	T1588	PRE	Adversaries may buy, steal, or download software tools that can be used during targeting.	active	
T1588.003	Code Signing Certificates	subtechnique	TA0042	T1588	PRE	Adversaries may buy and/or steal code signing certificates that can be used during targeting.	active	
T1588.004	Digital Certificates	subtechnique	TA0042	T1588	PRE	Adversaries may buy and/or steal SSL/TLS certificates that can be used during targeting.	active	
T1588.005	Exploits	subtechnique	TA0042	T1588	PRE	Adversaries may buy, steal, or download exploits that can be used during targeting.	active	
T1588.006	Vulnerabilities	subtechnique	TA0042	T1588	PRE	Adversaries may acquire information about vulnerabilities that can be used during targeting.	active	
T1588.007	Artificial Intelligence	subtechnique	TA0042	T1588	PRE	Adversaries may obtain access to generative artificial intelligence tools, such as large language models (LLMs), to aid various techniques during targeting.	active	
T1589	Gather Victim Identity Information	technique	TA0043		PRE	Adversaries may gather information about the victim's identity that can be used during targeting.	active	
T1589.001	Credentials	subtechnique	TA0043	T1589	PRE	Adversaries may gather credentials that can be used during targeting.	active	
T1589.002	Email Addresses	subtechnique	TA0043	T1589	PRE	Adversaries may gather email addresses that can be used during targeting.	active	
T1589.003	Employee Names	subtechnique	TA0043	T1589	PRE	Adversaries may gather employee names that can be used during targeting.	active	
T1590	Gather Victim Network Information	technique	TA0043		PRE	Adversaries may gather information about the victim's networks that can be used during targeting.	active	
T1590.001	Domain Properties	subtechnique	TA0043	T1590	PRE	Adversaries may gather information about the victim's network domain(s) that can be used during targeting.	active	
T1590.002	DNS	subtechnique	TA0043	T1590	PRE	Adversaries may gather information about the victim's DNS that can be used during targeting.	active	
T1590.003	Network Trust Dependencies	subtechnique	TA0043	T1590	PRE	Adversaries may gather information about the victim's network trust dependencies that can be used during targeting.	active	
T1590.004	Network Topology	subtechnique	TA0043	T1590	PRE	Adversaries may gather information about the victim's network topology that can be used during targeting.	active	
T1590.005	IP Addresses	subtechnique	TA0043	T1590	PRE	Adversaries may gather the victim's IP addresses that can be used during targeting.	active	
T1590.006	Network Security Appliances	subtechnique	TA0043	T1590	PRE	Adversaries may gather information about the victim's network security appliances that can be used during targeting.	active	
T1591	Gather Victim Org Information	technique	TA0043		PRE	Adversaries may gather information about the victim's organization that can be used during targeting.	active	
T1591.001	Determine Physical Locations	subtechnique	TA0043	T1591	PRE	Adversaries may gather the victim's physical location(s) that can be used during targeting.	active	
T1591.002	Business Relationships	subtechnique	TA0043	T1591	PRE	Adversaries may gather information about the victim's business relationships that can be used during targeting.	active	
T1591.003	Identify Business Tempo	subtechnique	TA0043	T1591	PRE	Adversaries may gather information about the victim's business tempo that can be used during targeting.	active	
T1591.004	Identify Roles	subtechnique	TA0043	T1591	PRE	Adversaries may gather information about identities and roles within the victim organization that can be used during targeting.	active	
T1592	Gather Victim Host Information	technique	TA0043		PRE	Adversaries may gather information about the victim's hosts that can be used during targeting.	active	
T1592.001	Hardware	subtechnique	TA0043	T1592	PRE	Adversaries may gather information about the victim's host hardware that can be used during targeting.	active	
T1592.002	Software	subtechnique	TA0043	T1592	PRE	Adversaries may gather information about the victim's host software that can be used during targeting.	active	
T1592.003	Firmware	subtechnique	TA0043	T1592	PRE	Adversaries may gather information about the victim's host firmware that can be used during targeting.	active	
T1592.004	Client Configurations	subtechnique	TA0043	T1592	PRE	Adversaries may gather information about the victim's client configurations that can be used during targeting.	active	
T1593	Search Open Websites/Domains	technique	TA0043		PRE	Adversaries may search freely available websites and/or domains for information about victims that can be used during targeting.	active	
T1593.001	Social Media	subtechnique	TA0043	T1593	PRE	Adversaries may search social media for information about victims that can be used during targeting.	active	
T1593.002	Search Engines	subtechnique	TA0043	T1593	PRE	Adversaries may use search engines to collect information about victims that can be used during targeting.	active	
T1593.003	Code Repositories	subtechnique	TA0043	T1593	PRE	Adversaries may search public code repositories for information about victims that can be used during targeting.	active	
T1594	Search Victim-Owned Websites	technique	TA0043		PRE	Adversaries may search websites owned by the victim for information that can be used during targeting.	active	
T1595	Active Scanning	technique	TA0043		PRE	Adversaries may execute active reconnaissance scans to gather information that can be used during targeting.	active	
T1595.001	Scanning IP Blocks	subtechnique	TA0043	T1595	PRE	Adversaries may scan victim IP blocks to gather information that can be used during targeting.	active	
T1595.002	Vulnerability Scanning	subtechnique	TA0043	T1595	PRE	Adversaries may scan victims for vulnerabilities that can be used during targeting.	active	
T1595.003	Wordlist Scanning	subtechnique	TA0043	T1595	PRE	Adversaries may iteratively probe infrastructure using brute-forcing and crawling techniques.	active	
T1596	Search Open Technical Databases	technique	TA0043		PRE	Adversaries may search freely available technical databases for information about victims that can be used during targeting.	active	
T1596.001	DNS/Passive DNS	subtechnique	TA0043	T1596	PRE	Adversaries may search DNS data for information about victims that can be used during targeting.	active	
T1596.002	WHOIS	subtechnique	TA0043	T1596	PRE	Adversaries may search public WHOIS data for information about victims that can be used during targeting.	active	
T1596.003	Digital Certificates	subtechnique	TA0043	T1596	PRE	Adversaries may search public digital certificate data for information about victims that can be used during targeting.	active	
T1596.004	CDNs	subtechnique	TA0043	T1596	PRE	Adversaries may search content delivery network (CDN) data about victims that can be used during targeting.	active	
T1596.005	Scan Databases	subtechnique	TA0043	T1596	PRE	Adversaries may search within public scan databases for information about victims that can be used during targeting.	active	
T1597	Search Closed Sources	technique	TA0043		PRE	Adversaries may search and gather information about victims from closed (e.g., paid, private, or otherwise not freely available) sources that can be used during targeting.	active	
T1597.001	Threat Intel Vendors	subtechnique	TA0043	T1597	PRE	Adversaries may search private data from threat intelligence vendors for information that can be used during targeting.	active	
T1597.002	Purchase Technical Data	subtechnique	TA0043	T1597	PRE	Adversaries may purchase technical information about victims that can be used during targeting.	active	
T1598	Phishing for Information	technique	TA0043		PRE	Adversaries may send phishing messages to elicit sensitive information that can be used during targeting.	active	
T1598.001	Spearphishing Service	subtechnique	TA0043	T1598	PRE	Adversaries may send spearphishing messages via third-party services to elicit sensitive information that can be used during targeting.	active	
T1598.002	Spearphishing Attachment	subtechnique	TA0043	T1598	PRE	Adversaries may send spearphishing messages with a malicious attachment to elicit sensitive information that can be used during targeting.	active	
T1598.003	Spearphishing Link	subtechnique	TA0043	T1598	PRE	Adversaries may send spearphishing messages with a malicious link to elicit sensitive information that can be used during targeting.	active	
T1598.004	Spearphishing Voice	subtechnique	TA0043	T1598	PRE	Adversaries may use voice communications to elicit sensitive information that can be used during targeting.	active	
T1599	Network Boundary Bridging	technique	TA0112		Network Devices	Adversaries may bridge network boundaries by compromising perimeter network devices or internal devices responsible for network segmentation.	active	
T1599.001	Network Address Translation Traversal	subtechnique	TA0112	T1599	Network Devices	Adversaries may bridge network boundaries by modifying a network device's Network Address Translation (NAT) configuration.	active	
T1600	Weaken Encryption	technique	TA0112		Network Devices	Adversaries may compromise a network device's encryption capability in order to bypass encryption that would otherwise protect data communications.	active	
T1600.001	Reduce Key Space	subtechnique	TA0112	T1600	Network Devices	Adversaries may reduce the level of effort required to decrypt data transmitted over the network by reducing the cipher strength of encrypted communications.	active	
T1600.002	Disable Crypto Hardware	subtechnique	TA0112	T1600	Network Devices	Adversaries disable a network device's dedicated hardware encryption, which may enable them to leverage weaknesses in software encryption in order to reduce the effort involved in collecting, manipulating, and exfiltrating transmitted data.	active	
T1601	Modify System Image	technique	TA0112		Network Devices	Adversaries may make changes to the operating system of embedded network devices to weaken defenses and provide new capabilities for themselves.	active	
T1601.001	Patch System Image	subtechnique	TA0112	T1601	Network Devices	Adversaries may modify the operating system of a network device to introduce new capabilities or weaken existing defenses.	active	
T1601.002	Downgrade System Image	subtechnique	TA0112	T1601	Network Devices	Adversaries may install an older version of the operating system of a network device to weaken security.	active	
T1602	Data from Configuration Repository	technique	TA0009		Network Devices	Adversaries may collect data related to managed devices from configuration repositories.	active	
T1602.001	SNMP (MIB Dump)	subtechnique	TA0009	T1602	Network Devices	Adversaries may target the Management Information Base (MIB) to collect and/or mine valuable information in a network managed using Simple Network Management Protocol (SNMP).	active	
T1602.002	Network Device Configuration Dump	subtechnique	TA0009	T1602	Network Devices	Adversaries may access network configuration files to collect sensitive data about the device and the network.	active	
T1606	Forge Web Credentials	technique	TA0006		SaaS,Windows,macOS,Linux,IaaS,Office Suite,Identity Provider	Adversaries may forge credential materials that can be used to gain access to web applications or Internet services.	active	
T1606.001	Web Cookies	subtechnique	TA0006	T1606	Linux,macOS,Windows,SaaS,IaaS	Adversaries may forge web cookies that can be used to gain access to web applications or Internet services.	active	
T1606.002	SAML Tokens	subtechnique	TA0006	T1606	SaaS,Windows,IaaS,Office Suite,Identity Provider	An adversary may forge SAML tokens with any permissions claims and lifetimes if they possess a valid SAML token-signing certificate.	active	
T1608	Stage Capabilities	technique	TA0042		PRE	Adversaries may upload, install, or otherwise set up capabilities that can be used during targeting.	active	
T1608.001	Upload Malware	subtechnique	TA0042	T1608	PRE	Adversaries may upload malware to third-party or adversary controlled infrastructure to make it accessible during targeting.	active	
T1608.002	Upload Tool	subtechnique	TA0042	T1608	PRE	Adversaries may upload tools to third-party or adversary controlled infrastructure to make it accessible during targeting.	active	
T1608.003	Install Digital Certificate	subtechnique	TA0042	T1608	PRE	Adversaries may install SSL/TLS certificates that can be used during targeting.	active	
T1608.004	Drive-by Target	subtechnique	TA0042	T1608	PRE	Adversaries may prepare an operational environment to infect systems that visit a website over the normal course of browsing.	active	
T1608.005	Link Target	subtechnique	TA0042	T1608	PRE	Adversaries may put in place resources that are referenced by a link that can be used during targeting.	active	
T1608.006	SEO Poisoning	subtechnique	TA0042	T1608	PRE	Adversaries may poison mechanisms that influence search engine optimization (SEO) to further lure staged capabilities towards potential victims.	active	
T1609	Container Administration Command	technique	TA0002		Containers	Adversaries may abuse a container administration service to execute commands within a container.	active	
T1610	Deploy Container	technique	TA0002		Containers	Adversaries may deploy a container into an environment to facilitate execution or evade defenses.	active	
T1611	Escape to Host	technique	TA0004		Windows,Linux,Containers,ESXi	Adversaries may break out of a container or virtualized environment to gain access to the underlying host.	active	
T1612	Build Image on Host	technique	TA0005		Containers	Adversaries may build a container image directly on a host to bypass defenses that monitor for the retrieval of malicious images from a public registry.	active	
T1613	Container and Resource Discovery	technique	TA0007		Containers	Adversaries may attempt to discover containers and other resources that are available within a containers environment.	active	
T1614	System Location Discovery	technique	TA0007		IaaS,Linux,macOS,Windows	Adversaries may gather information in an attempt to calculate the geographical location of a victim host.	active	
T1614.001	System Language Discovery	subtechnique	TA0007	T1614	Linux,macOS,Windows	Adversaries may attempt to gather information about the system language of a victim in order to infer the geographical location of that host.	active	
T1615	Group Policy Discovery	technique	TA0007		Windows	Adversaries may gather information on Group Policy settings to identify paths for privilege escalation, security measures applied within a domain, and to discover patterns in domain objects that can be manipulated or used to blend in the environment.	active	
T1619	Cloud Storage Object Discovery	technique	TA0007		IaaS	Adversaries may enumerate objects in cloud storage infrastructure.	active	
T1620	Reflective Code Loading	technique	TA0005		Linux,macOS,Windows	Adversaries may reflectively load code into a process in order to conceal the execution of malicious payloads.	active	
T1621	Multi-Factor Authentication Request Generation	technique	TA0006		Windows,Linux,macOS,IaaS,SaaS,Office Suite,Identity Provider	Adversaries may attempt to bypass multi-factor authentication (MFA) mechanisms and gain access to accounts by generating MFA requests sent to users.	active	
T1622	Debugger Evasion	technique	TA0005,TA0007		Linux,macOS,Windows	Adversaries may employ various means to detect and avoid debuggers.	active	
T1647	Plist File Modification	technique	TA0112		macOS	Adversaries may modify property list files (plist files) to enable other malicious activity, while also potentially evading and bypassing system defenses.	active	
T1648	Serverless Execution	technique	TA0002		SaaS,IaaS,Office Suite	Adversaries may abuse serverless computing, integration, and automation services to execute arbitrary code in cloud environments.	active	
T1649	Steal or Forge Authentication Certificates	technique	TA0006		Windows,Linux,macOS,Identity Provider	Adversaries may steal or forge certificates used for authentication to access remote systems or resources.	active	
T1650	Acquire Access	technique	TA0042		PRE	Adversaries may purchase or otherwise acquire an existing access to a target system or network.	active	
T1651	Cloud Administration Command	technique	TA0002		IaaS	Adversaries may abuse cloud management services to execute commands within virtual machines.	active	
T1652	Device Driver Discovery	technique	TA0007		Linux,macOS,Windows	Adversaries may attempt to enumerate local device drivers on a victim host.	active	
T1653	Power Settings	technique	TA0003		Windows,Linux,macOS,Network Devices	Adversaries may impair a system's ability to hibernate, reboot, or shut down in order to extend access to infected machines.	active	
T1654	Log Enumeration	technique	TA0007		ESXi,IaaS,Linux,macOS,Windows	Adversaries may enumerate system and service logs to find useful data.	active	
T1656	Impersonation	technique	TA0005		Linux,macOS,Office Suite,SaaS,Windows	Adversaries may impersonate a trusted person or organization in order to persuade and trick a target into performing some action on their behalf.	revoked	T1684.001
T1657	Financial Theft	technique	TA0040		Linux,macOS,Office Suite,SaaS,Windows	Adversaries may steal monetary resources from targets through extortion, social engineering, technical theft, or other methods aimed at their own financial gain at the expense of the availability of these resources for victims.	active	
T1659	Content Injection	technique	TA0001,TA0011		Linux,macOS,Windows	Adversaries may gain access and continuously communicate with victims by injecting malicious content into systems through online network traffic.	active	
T1665	Hide Infrastructure	technique	TA0011		ESXi,Linux,macOS,Network Devices,Windows	Adversaries may manipulate network traffic in order to hide and evade detection of their C2 infrastructure.	active	
T1666	Modify Cloud Resource Hierarchy	technique	TA0112		IaaS	Adversaries may attempt to modify hierarchical structures in infrastructure-as-a-service (IaaS) environments in order to evade defenses.	active	
T1667	Email Bombing	technique	TA0040		Linux,Office Suite,Windows,macOS	Adversaries may flood targeted email addresses with an overwhelming volume of messages.	active	
T1668	Exclusive Control	technique	TA0003		Linux,macOS,Windows	Adversaries who successfully compromise a system may attempt to maintain persistence by "closing the door" behind them - in other words, by preventing other threat actors from initially accessing or maintaining a foothold on the same system.	active	
T1669	Wi-Fi Networks	technique	TA0001		Linux,Network Devices,Windows,macOS	Adversaries may gain initial access to target systems by connecting to wireless networks.	active	
